City,State,Population,ViolentCrime
Oak Creek,CO,870,0
Pagosa Springs,CO,1710,10
Paonia,CO,1417,0
Parachute,CO,1100,6
Parker,CO,47748,53
Pueblo,CO,108062,1011
Rangely,CO,2479,4
Rifle,CO,9306,36
Rocky Ford,CO,3906,2
Salida,CO,5346,11
Sheridan,CO,5880,13
Silt,CO,2991,5
Silverthorne,CO,3921,6
Snowmass Village,CO,2851,0
South Fork,CO,375,0
Springfield,CO,1438,3
Steamboat Springs,CO,12008,37
Sterling,CO,14690,27
Stratton,CO,673,1
Telluride,CO,2313,6
Thornton,CO,125775,331
Timnath,CO,1436,0
Trinidad,CO,8689,8
Vail,CO,5241,18
Walsenburg,CO,2960,18
Walsh,CO,538,2
Westminster,CO,110093,214
Wheat Ridge,CO,30882,103
Windsor,CO,20094,6
Woodland Park,CO,7185,10
Wray,CO,2373,1
Yuma,CO,3563,2
Ansonia,CT,19128,33
Avon,CT,18325,12
Berlin,CT,20657,14
Bethel,CT,19338,3
Bloomfield,CT,20637,46
Branford,CT,28021,16
Bridgeport,CT,147076,1397
Bristol,CT,60642,82
Brookfield,CT,16884,9
Canton,CT,10369,2
Cheshire,CT,29310,2
Clinton,CT,13179,21
Coventry,CT,12419,9
Cromwell,CT,14290,9
Danbury,CT,83363,108
Darien,CT,21229,2
Derby,CT,12806,22
East Hampton,CT,12934,5
East Hartford,CT,51275,182
East Haven,CT,29166,29
Easton,CT,7636,1
East Windsor,CT,11455,16
Enfield,CT,44661,50
Fairfield,CT,60772,28
Farmington,CT,25587,20
Glastonbury,CT,34782,17
Granby,CT,11326,5
Greenwich,CT,62576,12
Groton,CT,9359,7
Groton Long Point,CT,519,0
Groton Town,CT,29946,47
Guilford,CT,22409,5
Hamden,CT,60829,319
Hartford,CT,124927,1473
Madison,CT,18294,2
Manchester,CT,58304,101
Meriden,CT,60558,175
Middlebury,CT,7570,1
Middletown,CT,47221,60
Milford,CT,53041,42
Monroe,CT,19889,1
Naugatuck,CT,31744,33
New Britain,CT,73134,264
New Canaan,CT,20224,4
New Haven,CT,131071,1643
Newington,CT,30612,23
New London,CT,27738,299
New Milford,CT,27743,27
Newtown,CT,28188,2
North Branford,CT,14369,5
North Haven,CT,24013,22
Norwalk,CT,87590,239
Norwich,CT,40485,130
Old Saybrook,CT,10239,7
Orange,CT,13926,10
Plainfield,CT,15224,15
Plainville,CT,17850,45
Plymouth,CT,12043,9
Portland,CT,9463,10
Putnam,CT,9461,26
Redding,CT,9341,2
Ridgefield,CT,25168,0
Rocky Hill,CT,19731,9
Seymour,CT,16568,16
Shelton,CT,40475,18
Simsbury,CT,23651,6
Southington,CT,43542,34
South Windsor,CT,25871,13
Stamford,CT,125876,334
Stonington,CT,18561,10
Stratford,CT,52285,74
Suffield,CT,15908,6
Thomaston,CT,7758,6
Torrington,CT,35634,59
Trumbull,CT,36665,9
Vernon,CT,29104,47
Wallingford,CT,45185,17
Waterbury,CT,109763,410
Waterford,CT,19541,41
Watertown,CT,22183,32
West Hartford,CT,63276,45
West Haven,CT,55349,290
Weston,CT,10402,1
Westport,CT,27279,2
Wethersfield,CT,26722,17
Willimantic,CT,17839,33
Wilton,CT,18803,0
Winchester,CT,11019,14
Windsor,CT,29154,25
Windsor Locks,CT,12560,18
Wolcott,CT,16735,4
Woodbridge,CT,8954,5
Bethany Beach,DE,1111,2
Blades,DE,1293,7
Bridgeville,DE,2138,9
Camden,DE,3516,7
Cheswold,DE,1432,6
Clayton,DE,3035,8
Dagsboro,DE,838,4
Delaware City,DE,1719,4
Delmar,DE,1655,5
Dewey Beach,DE,352,17
Dover,DE,37402,266
Elsmere,DE,6165,25
Felton,DE,1351,5
Fenwick Island,DE,395,0
Georgetown,DE,6689,48
Greenwood,DE,1017,8
Harrington,DE,3697,25
Laurel,DE,3873,54
Lewes,DE,2869,6
Middletown,DE,19658,48
Milford,DE,9872,83
Millsboro,DE,4018,14
Milton,DE,2687,17
Newark,DE,32674,117
New Castle,DE,5388,19
Newport,DE,1064,10
Ocean View,DE,1972,2
Rehoboth Beach,DE,1387,11
Seaford,DE,7241,75
Selbyville,DE,2281,11
Smyrna,DE,10900,69
Wilmington,DE,71460,1161
Wyoming,DE,1400,5
Washington,DC,646449,7880
Alachua,FL,9338,36
Altamonte Springs,FL,42040,150
Altha,FL,536,1
Apalachicola,FL,2269,1
Apopka,FL,45397,178
Arcadia,FL,7615,82
Astatula,FL,1838,4
Atlantic Beach,FL,12933,61
Atlantis,FL,2064,9
Auburndale,FL,14048,55
Aventura,FL,37357,56
Bal Harbour Village,FL,2623,0
Bartow,FL,17781,93
Bay Harbor Islands,FL,5881,6
Belleair,FL,3904,2
Belleair Beach,FL,1573,4
Belleair Bluffs,FL,2046,5
Belle Glade,FL,17925,348
Belle Isle,FL,6371,18
Belleview,FL,4532,19
Biscayne Park,FL,3192,2
Blountstown,FL,2527,5
Boca Raton,FL,88749,165
Bonifay,FL,2766,10
Bowling Green,FL,2902,7
Boynton Beach,FL,70692,367
Bradenton,FL,51023,351
Bradenton Beach,FL,1196,1
Brooksville,FL,7705,71
Bunnell,FL,2740,62
Cape Coral,FL,163461,197
Carrabelle,FL,2872,6
Casselberry,FL,26518,151
Cedar Key,FL,696,0
Chattahoochee,FL,3055,23
Chiefland,FL,2219,4
Chipley,FL,3572,15
Clearwater,FL,108908,618
Clermont,FL,29620,84
Clewiston,FL,6999,51
Cocoa,FL,17238,321
Cocoa Beach,FL,11268,83
Coconut Creek,FL,55659,80
Cooper City,FL,33706,50
Coral Gables,FL,50250,84
Coral Springs,FL,126608,237
Crescent City,FL,1554,19
Crestview,FL,22818,180
Cross City,FL,1697,7
Cutler Bay,FL,42831,135
Dade City,FL,6529,37
Dania,FL,30871,189
Davenport,FL,3006,5
Davie,FL,96581,306
Daytona Beach,FL,62381,799
Daytona Beach Shores,FL,4260,16
Deerfield Beach,FL,78203,305
De Funiak Springs,FL,5584,37
Deland,FL,27575,149
Delray Beach,FL,62887,487
Doral,FL,48896,79
Dunedin,FL,35493,92
Dunnellon7,FL,1750,9
Eatonville,FL,2252,30
Edgewater,FL,20820,21
Edgewood,FL,2664,1
El Portal,FL,2411,15
Eustis,FL,19001,52
Fellsmere,FL,5314,8
Fernandina Beach,FL,11770,36
Flagler Beach,FL,4611,16
Florida City,FL,12132,345
Fort Lauderdale,FL,172398,1456
Fort Myers,FL,66835,752
Fort Pierce,FL,42866,588
Fort Walton Beach,FL,20568,56
Fruitland Park,FL,4208,13
Gainesville,FL,126589,806
Golden Beach,FL,956,1
Graceville,FL,2215,4
Greenacres City,FL,38735,184
Green Cove Springs,FL,6994,49
Gretna,FL,1420,9
Gulf Breeze,FL,6044,3
Gulfport,FL,12081,48
Gulf Stream,FL,812,0
Haines City,FL,21154,64
Hallandale,FL,38710,279
Havana,FL,1705,3
Hialeah,FL,234182,774
Hialeah Gardens,FL,22728,42
Highland Beach,FL,3642,1
High Springs,FL,5545,21
Hillsboro Beach,FL,1957,0
Holly Hill,FL,11619,80
Hollywood,FL,146643,720
Holmes Beach,FL,4000,5
Homestead,FL,64024,917
Howey-in-the-Hills,FL,1127,3
Hypoluxo,FL,2664,9
Indialantic,FL,2735,3
Indian Creek Village,FL,90,0
Indian Harbour Beach,FL,8256,1
Indian River Shores,FL,3989,0
Indian Rocks Beach,FL,4150,10
Indian Shores,FL,1432,4
Interlachen,FL,1373,4
Jacksonville,FL,845745,5246
Jacksonville Beach,FL,21783,113
Jasper,FL,4450,11
Jennings,FL,876,3
Juno Beach,FL,3268,2
Jupiter,FL,57826,127
Jupiter Inlet Colony,FL,417,0
Jupiter Island,FL,843,0
Kenneth City,FL,5001,29
Key Biscayne,FL,12891,4
Key Colony Beach,FL,819,0
Key West,FL,25185,179
Kissimmee,FL,64617,542
Lady Lake,FL,14148,23
Lake Alfred,FL,5148,17
Lake City,FL,12115,188
Lake Clarke Shores,FL,3472,5
Lake Hamilton,FL,1276,2
Lake Helen,FL,2619,5
Lakeland,FL,100725,460
Lake Mary,FL,14836,17
Lake Park,FL,8363,67
Lake Placid,FL,2125,9
Lake Wales,FL,14854,48
Lake Worth,FL,36055,459
Lantana,FL,10689,75
Largo,FL,77913,352
Lauderdale-by-the-Sea,FL,6322,11
Lauderdale Lakes,FL,34124,336
Lauderhill,FL,69798,459
Lawtey,FL,722,0
Leesburg,FL,20910,172
Lighthouse Point,FL,10831,8
Live Oak,FL,6941,70
Longboat Key,FL,7026,5
Longwood,FL,13781,69
Lynn Haven,FL,19112,63
Madeira Beach,FL,4290,30
Madison,FL,2746,51
Maitland,FL,16527,23
Manalapan,FL,434,2
Mangonia Park,FL,1940,79
Marco Island,FL,16942,4
Margate,FL,55576,123
Marianna,FL,9706,77
Mascotte,FL,5211,16
Medley,FL,862,6
Melbourne,FL,77277,657
Melbourne Beach,FL,3116,4
Melbourne Village,FL,666,0
Mexico Beach,FL,1098,8
Miami,FL,418394,4945
Miami Beach,FL,91433,919
Miami Gardens,FL,111870,921
Miami Lakes,FL,30713,30
Miami Shores,FL,10694,42
Miami Springs,FL,14361,31
Milton,FL,9234,25
Minneola,FL,9823,24
Miramar,FL,130926,476
Monticello,FL,2431,19
Mount Dora,FL,12795,55
Naples,FL,20292,39
Neptune Beach,FL,7137,14
New Port Richey,FL,14944,115
New Smyrna Beach,FL,23007,104
Niceville,FL,13880,19
North Bay Village,FL,7431,8
North Lauderdale,FL,42839,209
North Miami,FL,61120,540
North Miami Beach,FL,43417,322
North Palm Beach,FL,12352,14
North Port,FL,58699,108
North Redington Beach,FL,1429,1
Oakland,FL,2697,19
Oakland Park,FL,43287,296
Ocala,FL,57144,332
Ocean Ridge,FL,1840,8
Ocoee,FL,39201,162
Okeechobee,FL,5571,21
Oldsmar,FL,13732,30
Opa Locka,FL,15848,495
Orange City,FL,10804,15
Orange Park,FL,8478,46
Orlando,FL,253238,2316
Ormond Beach,FL,38442,132
Oviedo,FL,35889,57
Pahokee,FL,6025,29
Palatka,FL,10446,87
Palm Bay,FL,104391,451
Palm Beach,FL,8589,6
Palm Beach Gardens,FL,50333,70
Palm Beach Shores,FL,1177,1
Palmetto,FL,12911,125
Palmetto Bay,FL,24418,38
Palm Springs,FL,20489,143
Panama City,FL,36358,322
Panama City Beach,FL,11890,99
Parker,FL,4416,20
Parkland,FL,26264,22
Pembroke Park,FL,6282,51
Pembroke Pines,FL,162064,275
Pensacola,FL,52454,389
Perry,FL,7000,128
Pinellas Park,FL,49884,252
Plantation,FL,88929,311
Plant City,FL,36278,185
Pompano Beach,FL,103971,819
Ponce Inlet,FL,3049,1
Port Orange,FL,56850,51
Port Richey,FL,2670,26
Port St. Joe,FL,3394,23
Port St. Lucie,FL,169877,303
Punta Gorda,FL,16942,21
Quincy,FL,7758,46
Redington Beaches,FL,1435,3
Riviera Beach,FL,33326,340
Rockledge,FL,25558,63
Royal Palm Beach,FL,35478,116
Safety Harbor,FL,17001,29
Sanford,FL,54972,447
Sanibel,FL,6827,5
Sarasota,FL,53046,413
Satellite Beach,FL,10290,34
Sea Ranch Lakes,FL,702,1
Sebastian,FL,22502,55
Sebring,FL,10318,57
Seminole,FL,17283,43
Sewall's Point,FL,2055,0
Shalimar,FL,773,0
South Bay,FL,4938,73
South Daytona,FL,12231,39
South Miami,FL,12142,93
South Palm Beach,FL,1203,0
South Pasadena,FL,4990,4
Southwest Ranches,FL,7682,9
Springfield,FL,9089,43
Starke,FL,5394,43
St. Augustine,FL,13536,99
St. Augustine Beach,FL,6490,7
St. Cloud,FL,40213,139
St. Pete Beach,FL,9407,45
St. Petersburg,FL,247084,2379
Stuart,FL,15920,54
Sunny Isles Beach,FL,21735,34
Sunrise,FL,90274,265
Surfside,FL,5980,7
Sweetwater,FL,20753,68
Tallahassee,FL,188714,1398
Tamarac,FL,63203,200
Tampa,FL,351314,2097
Tarpon Springs,FL,23720,100
Tavares,FL,14337,55
Temple Terrace,FL,25379,71
Tequesta,FL,5804,7
Titusville,FL,43989,328
Treasure Island,FL,6746,15
Trenton,FL,1983,5
Umatilla,FL,3554,14
Valparaiso,FL,5138,5
Venice,FL,21151,37
Vero Beach,FL,15621,48
Village of Pinecrest,FL,19092,16
Virginia Gardens,FL,2471,5
Waldo,FL,1025,17
Wauchula,FL,4918,20
Webster,FL,840,11
Wellington,FL,59298,126
West Melbourne,FL,19418,48
West Miami,FL,6254,8
Weston,FL,68369,47
West Palm Beach,FL,102510,701
West Park,FL,14752,109
White Springs,FL,777,6
Wildwood,FL,6793,36
Williston,FL,2728,15
Wilton Manors,FL,12110,79
Windermere,FL,2619,0
Winter Garden,FL,37819,178
Winter Haven,FL,35325,215
Winter Park,FL,29259,100
Winter Springs,FL,33624,51
Zephyrhills,FL,14023,47
Abbeville,GA,2888,3
Adairsville,GA,4686,13
Adel,GA,5240,18
Adrian,GA,656,0
Alapaha,GA,646,5
Albany,GA,77365,749
Alma,GA,3529,24
Alpharetta,GA,63442,47
Alto,GA,1159,0
Americus,GA,16190,231
Aragon,GA,1233,3
Arcade,GA,1752,4
Arlington,GA,1412,61
Ashburn,GA,3814,40
Athens-Clarke County,GA,120122,404
Atlanta,GA,451020,5517
Attapulgus,GA,441,0
Austell,GA,6820,40
Bainbridge,GA,12575,88
Baldwin,GA,3289,3
Ball Ground,GA,1484,1
Barnesville,GA,6489,9
Baxley,GA,4434,15
Berlin,GA,562,0
Blackshear,GA,3499,14
Blairsville,GA,549,0
Blakely,GA,4771,32
Bloomingdale,GA,2762,3
Blue Ridge,GA,1262,3
Blythe,GA,721,0
Boston,GA,1318,11
Bowdon,GA,2042,16
Braselton,GA,7973,13
Braswell,GA,382,0
Bremen,GA,6203,11
Brooklet,GA,1430,3
Brunswick,GA,15709,162
Buchanan,GA,1162,5
Buena Vista,GA,2188,8
Butler,GA,1899,5
Byron,GA,4772,8
Cairo,GA,9875,29
Calhoun,GA,15866,44
Canton,GA,24042,23
Carrollton,GA,25164,124
Cartersville,GA,19835,51
Cave Spring,GA,1191,2
Cedartown,GA,9779,53
Centerville,GA,7644,19
Chatsworth,GA,4284,10
Chattahoochee Hills,GA,2588,0
Chickamauga,GA,3125,6
Clarkston,GA,7790,67
Claxton,GA,2643,8
Clayton,GA,2216,14
Cleveland,GA,3739,14
Climax,GA,275,0
Cochran,GA,4782,14
College Park,GA,14871,324
Colquitt,GA,1932,8
Columbus,GA,201165,1022
Commerce,GA,6476,24
Conyers,GA,15465,103
Coolidge,GA,525,0
Cordele,GA,11358,87
Cornelia,GA,4170,6
Covington,GA,13416,47
Cuthbert,GA,3610,2
Dalton,GA,33475,66
Danielsville,GA,563,0
Dawson,GA,4352,30
Decatur,GA,20001,40
Demorest,GA,1987,0
Dillard,GA,340,0
Doerun,GA,785,6
Donalsonville,GA,2822,7
Doraville,GA,8530,44
Douglas,GA,11892,100
Douglasville,GA,31347,213
Dublin,GA,16217,85
Duluth,GA,28350,42
Dunwoody,GA,47531,57
East Ellijay,GA,539,7
Eastman,GA,5295,56
East Point,GA,36172,420
Eatonton,GA,6483,36
Edison,GA,1470,0
Elberton,GA,4476,59
Ellaville,GA,1808,9
Ellijay,GA,1630,1
Emerson,GA,1486,3
Ephesus,GA,420,0
Eton,GA,902,0
Euharlee,GA,4156,1
Fairburn,GA,13938,52
Fairmount,GA,727,1
Fayetteville,GA,16216,30
Fitzgerald,GA,9034,52
Flowery Branch,GA,6117,1
Folkston,GA,5646,9
Forsyth,GA,3960,16
Fort Oglethorpe,GA,9504,28
Fort Valley,GA,9688,104
Franklin,GA,974,4
Franklin Springs,GA,1025,0
Gainesville,GA,35111,115
Garden City,GA,8968,159
Glennville,GA,5210,15
Glenwood,GA,717,3
Gordon,GA,2044,0
Gray,GA,3244,3
Greensboro,GA,3371,22
Greenville,GA,854,0
Griffin,GA,23313,186
Grovetown,GA,12525,4
Hahira,GA,2877,3
Hampton,GA,7133,9
Hapeville,GA,6799,74
Harlem,GA,2811,3
Harrison,GA,476,0
Hazlehurst,GA,4279,7
Helen,GA,520,6
Helena,GA,3147,5
Hinesville,GA,35311,120
Hiram,GA,3613,9
Hoboken,GA,533,1
Holly Springs,GA,9807,4
Homeland,GA,880,0
Homerville,GA,2413,20
Jackson,GA,4941,20
Jefferson,GA,9638,11
Jeffersonville,GA,962,0
Jesup,GA,10289,53
Johns Creek,GA,84093,37
Jonesboro,GA,4530,19
Kennesaw,GA,31289,34
Kingsland,GA,16393,84
Lafayette,GA,7062,16
Lagrange,GA,30723,99
Lakeland,GA,3402,10
Lake Park,GA,755,2
Lavonia,GA,2121,20
Lawrenceville,GA,29821,65
Lilburn,GA,12455,39
Lincolnton,GA,1491,7
Locust Grove,GA,5734,10
Loganville,GA,10699,16
Lookout Mountain,GA,1577,0
Lumber City,GA,1266,4
Lumpkin,GA,1083,0
Macon,GA,91177,583
Madison,GA,3983,15
Manchester,GA,4069,18
Marietta,GA,58893,450
McCaysville,GA,1043,2
McDonough,GA,22713,56
McIntyre,GA,650,2
McRae,GA,5588,17
Meigs,GA,1035,6
Midville,GA,267,0
Midway,GA,2152,10
Milledgeville,GA,19927,61
Milton,GA,35751,8
Monroe,GA,13364,97
Montezuma,GA,3318,19
Morrow,GA,6948,33
Moultrie,GA,14554,92
Mount Airy,GA,1280,3
Nashville,GA,4993,27
Nelson,GA,1321,1
Newnan,GA,34453,117
Newton,GA,628,2
Nicholls,GA,3438,14
Norcross,GA,15834,80
Oakwood,GA,4126,12
Ocilla,GA,3553,23
Oglethorpe,GA,1258,34
Oxford,GA,2180,0
Patterson,GA,735,0
Pavo,GA,610,9
Peachtree City,GA,34706,23
Pelham,GA,3853,5
Pembroke,GA,2317,4
Perry,GA,15002,35
Pine Mountain,GA,1332,4
Pooler,GA,21069,35
Porterdale,GA,1446,24
Port Wentworth,GA,6338,8
Poulan,GA,852,2
Powder Springs,GA,14350,150
Quitman,GA,3607,46
Ray City,GA,1047,0
Reynolds,GA,1037,0
Richmond Hill,GA,10841,10
Ringgold,GA,3665,7
Riverdale,GA,15610,81
Rochelle,GA,1133,1
Rockmart,GA,4125,31
Rome,GA,36098,247
Rossville,GA,4033,76
Roswell,GA,95373,144
Sandersville,GA,5807,29
Sandy Springs,GA,101180,186
Savannah-Chatham Metropolitan,GA,235200,851
Screven,GA,774,2
Senoia,GA,3669,2
Shiloh,GA,445,0
Sky Valley,GA,268,0
Smyrna,GA,53080,183
Snellville,GA,19260,34
Social Circle,GA,4288,18
Sparks,GA,1987,10
Sparta,GA,1314,13
Springfield,GA,2798,1
Statesboro,GA,30201,88
Statham,GA,2443,24
St. Marys,GA,17701,75
Summerville,GA,4449,0
Suwanee,GA,16539,15
Sylvania,GA,2540,17
Talbotton,GA,891,1
Tallulah Falls,GA,169,0
Tennille,GA,1518,11
Thomasville,GA,18451,88
Thunderbolt,GA,2625,10
Tifton,GA,16781,150
Tignall,GA,521,1
Toccoa,GA,8379,57
Trenton,GA,2275,1
Trion,GA,1796,13
Tunnel Hill,GA,868,0
Tybee Island,GA,3091,0
Tyrone,GA,6997,5
Union City,GA,20826,205
Union Point,GA,1639,8
Vidalia,GA,10652,92
Villa Rica,GA,14307,43
Walthourville,GA,4278,11
Warm Springs,GA,406,0
Warner Robins,GA,71614,364
Warrenton,GA,1833,12
Washington,GA,3967,31
Watkinsville,GA,2896,1
Waverly Hall,GA,737,0
Waycross,GA,14206,64
Waynesboro,GA,5793,32
West Point,GA,3539,21
Willacoochee,GA,1366,4
Winder,GA,14291,59
Winterville,GA,1137,0
Woodbury,GA,911,2
Woodstock,GA,25515,20
Wrens,GA,2096,10
Aberdeen,ID,1959,2
American Falls,ID,4404,4
Bellevue,ID,2269,0
Blackfoot,ID,11826,23
Boise,ID,214330,600
Bonners Ferry,ID,2586,13
Buhl,ID,4183,7
Caldwell,ID,48069,133
Cascade,ID,893,0
Challis,ID,1084,0
Chubbuck,ID,14224,34
Coeur d'Alene,ID,46023,257
Cottonwood,ID,926,1
Emmett,ID,6509,8
Filer,ID,2575,3
Fruitland,ID,4734,5
Garden City,ID,11342,65
Gooding,ID,3502,3
Grangeville,ID,3153,4
Hagerman,ID,862,0
Hailey,ID,7915,14
Heyburn,ID,3134,3
Homedale,ID,2606,9
Idaho Falls,ID,58188,124
Jerome,ID,11059,30
Kamiah,ID,1323,3
Kellogg,ID,2109,8
Ketchum,ID,2670,3
Kimberly,ID,3351,1
Lewiston,ID,32093,49
McCall,ID,2851,15
Meridian,ID,82064,115
Montpelier,ID,2520,5
Moscow,ID,24714,25
Mountain Home,ID,13644,39
Nampa,ID,84634,202
Orofino,ID,3098,7
Osburn,ID,1542,3
Parma,ID,2030,0
Payette,ID,7442,19
Pinehurst,ID,1616,2
Pocatello,ID,54935,195
Ponderay,ID,1110,1
Post Falls,ID,28959,71
Preston,ID,5128,5
Priest River,ID,1706,1
Rathdrum,ID,7078,9
Rexburg,ID,26298,7
Rigby,ID,4031,5
Rupert,ID,5500,11
Salmon,ID,3020,8
Sandpoint,ID,7412,19
Shelley,ID,4408,1
Shoshone,ID,1488,13
Soda Springs,ID,2946,14
Spirit Lake,ID,2016,6
St. Anthony,ID,3446,4
St. Maries,ID,2335,9
Sun Valley,ID,1391,8
Twin Falls,ID,45378,118
Wendell,ID,2740,6
Wilder,ID,1568,3
Addison,IL,37378,40
Albany,IL,878,0
Albers,IL,1187,0
Albion,IL,1975,0
Algonquin,IL,29980,18
Alsip,IL,19461,42
Altamont,IL,2309,5
Alton,IL,27277,108
Amboy,IL,2392,8
Anna,IL,4380,21
Antioch,IL,14393,16
Arlington Heights,IL,75978,42
Arthur,IL,2281,2
Ashland,IL,1292,1
Ashton,IL,929,0
Athens,IL,1982,0
Atwood,IL,1207,1
Aurora,IL,200551,601
Aviston,IL,2059,0
Bannockburn,IL,1577,0
Barrington,IL,10356,2
Barrington Hills,IL,4229,0
Bartlett,IL,41733,18
Bartonville,IL,6439,14
Batavia,IL,26401,20
Beardstown,IL,5924,8
Beecher,IL,4454,1
Bellwood,IL,19155,132
Belvidere,IL,25308,29
Benld,IL,1520,0
Bensenville,IL,18534,25
Benton,IL,7063,16
Berkeley,IL,5237,13
Berwyn,IL,56838,117
Bethalto,IL,9441,39
Blandinsville,IL,646,0
Bloomingdale,IL,22301,10
Bloomington,IL,78060,399
Blue Island,IL,23846,108
Blue Mound,IL,1147,5
Bluffs,IL,701,0
Bolingbrook,IL,74224,174
Bradley,IL,15860,26
Braidwood,IL,6214,7
Bridgeview,IL,16541,30
Broadview,IL,7971,32
Brookfield,IL,19050,17
Buda,IL,526,1
Buffalo Grove,IL,41774,8
Bull Valley,IL,1062,0
Burbank,IL,29183,78
Burnham,IL,4239,16
Burr Ridge,IL,10737,2
Byron,IL,3697,0
Cahokia,IL,14819,65
Cairo,IL,2608,120
Cambridge,IL,2139,3
Campton Hills,IL,11327,0
Canton,IL,14461,27
Carbondale,IL,26248,244
Carlinville,IL,5828,15
Carlyle,IL,3278,15
Carol Stream,IL,40376,29
Carpentersville,IL,38342,26
Carrollton,IL,2409,2
Carthage,IL,2567,1
Cary,IL,18090,11
Caseyville,IL,4193,61
Central City,IL,1147,2
Centralia,IL,12805,67
Champaign,IL,82966,654
Channahon,IL,12604,0
Charleston,IL,21926,22
Chebanse,IL,1039,1
Chenoa,IL,3250,4
Cherry Valley,IL,3137,18
Chester,IL,8448,14
"Chicago7, 8",IL,2720554,0
Chicago Ridge,IL,14463,22
Chillicothe,IL,6135,13
Cicero,IL,84204,346
Clarendon Hills,IL,8614,0
Coal City,IL,5547,6
Coal Valley,IL,3783,8
Cobden,IL,1136,8
Colchester,IL,1393,2
Colfax,IL,1062,1
Collinsville,IL,25135,33
Colona,IL,5151,1
Columbia,IL,9960,10
Cortland,IL,4326,2
Country Club Hills,IL,16954,44
Countryside,IL,5982,4
Crest Hill,IL,20865,26
Crete,IL,8278,18
Crystal Lake,IL,40383,47
Danvers,IL,1155,1
Darien,IL,22365,12
Davis,IL,660,0
Decatur,IL,75190,351
Deer Creek,IL,705,0
Deerfield,IL,18283,2
De Kalb,IL,43765,204
Delavan,IL,1681,1
De Pue,IL,1778,2
De Soto,IL,1591,4
Des Plaines,IL,58975,56
Diamond,IL,2520,0
Divernon,IL,1173,0
Dixmoor,IL,3651,20
Dixon,IL,15304,13
Dolton,IL,23309,166
Downers Grove,IL,49558,25
Dupo,IL,4042,32
Du Quoin,IL,5993,8
Dwight,IL,4206,3
Earlville,IL,1673,2
East Alton,IL,6181,13
East Dubuque,IL,1692,15
East Dundee,IL,2889,1
East Hazel Crest,IL,1557,3
East Moline,IL,21430,63
Easton,IL,308,0
East Peoria,IL,23458,85
Edwardsville,IL,24511,15
Effingham,IL,12633,24
Elburn,IL,5689,2
Eldorado,IL,4121,10
Elgin,IL,110454,236
Elizabeth,IL,757,2
Elk Grove Village,IL,33414,25
Elmhurst,IL,45501,12
Elmwood,IL,2105,2
Elmwood Park,IL,24998,29
El Paso,IL,2810,2
Elwood,IL,2279,3
Erie,IL,1576,3
Eureka,IL,5360,7
Evanston,IL,75709,189
Evergreen Park,IL,19951,28
Fairbury,IL,3731,3
Fairfield,IL,5068,17
Fairmont City,IL,2573,3
Fairview Heights,IL,16960,34
Farmington,IL,2405,8
Fayetteville,IL,355,1
Findlay,IL,669,0
Fisher,IL,1924,3
Flora,IL,5054,5
Flossmoor,IL,9526,15
Forest Park,IL,14233,42
Forest View,IL,700,1
Fox Lake,IL,10537,14
Fox River Grove,IL,4740,5
Frankfort,IL,18115,11
Franklin Grove,IL,979,0
Franklin Park,IL,18417,21
Freeburg,IL,4363,11
Fulton,IL,3415,4
Galena,IL,3392,1
Galesburg,IL,31602,125
Geneseo,IL,6541,7
Geneva,IL,21790,5
Genoa,IL,5185,6
Germantown,IL,1297,0
Gibson City,IL,3388,3
Gilberts,IL,7484,1
Gillespie,IL,3247,11
Gilman,IL,1780,2
Girard,IL,2068,10
Glasford,IL,1018,3
Glen Carbon,IL,12916,11
Glencoe,IL,8840,0
Glendale Heights,IL,34630,40
Glen Ellyn,IL,27736,9
Glenview,IL,45125,22
Glenwood,IL,9060,13
Godfrey,IL,17894,12
Godley,IL,653,3
Goodfield,IL,886,0
Grafton,IL,661,0
Grandview,IL,1437,0
Granite City,IL,29447,174
Grantfork,IL,333,0
Granville,IL,1377,0
Grayslake,IL,21142,31
Grayville,IL,1647,6
Greenfield,IL,1034,1
Greenup,IL,1502,19
Greenville,IL,6965,4
Gurnee,IL,31253,38
Hampshire,IL,5642,5
Hampton,IL,1863,2
Hanover,IL,829,0
Hanover Park,IL,38499,37
Harrisburg,IL,9034,47
Hartford,IL,1400,4
Harvard,IL,9326,4
Harvey,IL,25408,407
Harwood Heights,IL,8675,12
Havana,IL,3197,20
Hawthorn Woods,IL,7731,1
Hazel Crest,IL,14208,56
Henry,IL,2379,6
Herrin,IL,12751,1
Herscher,IL,1593,1
Heyworth,IL,2891,5
Hickory Hills,IL,14172,10
Highland Park,IL,29939,23
Highwood,IL,5345,10
Hillsboro,IL,6107,29
Hillsdale,IL,523,0
Hinsdale,IL,17222,2
Hodgkins,IL,1896,5
Hoffman Estates,IL,52422,55
Homer,IL,1197,0
Homer Glen,IL,24395,5
Hometown,IL,4366,6
Homewood,IL,19445,45
Hoopeston,IL,5266,32
Hopedale,IL,869,1
Hudson,IL,1851,0
Huntley,IL,24978,4
Indian Head Park,IL,3844,2
Inverness,IL,7519,1
Irving,IL,485,2
Irvington,IL,658,1
Island Lake,IL,8027,6
Itasca,IL,8810,3
Jacksonville,IL,19256,39
Jerome,IL,1650,11
Jerseyville,IL,8491,20
Joliet,IL,148462,557
Justice,IL,13055,10
Kankakee,IL,27286,196
Kenilworth,IL,2526,0
Kewanee,IL,12739,30
Kildeer,IL,3974,2
Kincaid,IL,1485,1
